,UNIQUEID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,TOT_ENROLL,TOT_EMP,SHELTERID,preprocessed_name,centroid_x_epsg_102005,centroid_y_epsg_102005,centroid_long,centroid_lat,geometry,State,OPE ID,IPED ID,School Name,Institution Type,# of Nat'l AP Partners,# of Partners,Civic Holiday,MSI,NSLVE,"NSLVE
2014",2016 NSLVE Report,2018 NSLVE Reports,2016 Action Plan,2018 Action Plan,2020 Action Plan,Campus Contact,City,Longitude,Latitude,Pell Grant %,BIPOC %,American Indian or Alaskan Native,Asian,Black or African American,Hispanic or Latinx,NHPI,Two or more Races,SLSV Coalition,ALL IN,AGF,Ask Every Student,Campus Vote Project,Voter Friendly Campus,StudentPIRGs,Aliento Education Fund,Alliance for Youth Organizing,American Democracy Project, Arizona Students' Association,Baltimore Collegetown Network		,Black Girls Vote,Boston Votes Coalition,California Campus Compact ,CALPIRG Students,CEEP,Civic Nebraska,Common Cause,Count US IN,Creative Campus Voting Project,Day on Democracy,Democracy Works,Engage Miami,Every Vote Counts,Forward Montana,Georgia Shift,Hillel International,IGNITE National,IA & MN Campus Compact,LeadMN,Loud Light,Maine Students Vote,MARYPIRG,MI Familia Vota,Minnesota Youth Collective,Mississippi Votes,NASPAA,New Era Colorado,NYPIRG,NCAAT,NCPIRG,NC Campus Compact,Ohio Campus Compact,PIRGIM Campus Action,Project Pericles,TurnUp Activism,Up to Us/ Net Impact,VoteRiders,Washington Student Association,Xceleader (Vote HBCU),NVEW 2020,"NVRD
2017",NVRD 2018,NVRD 2020,_merge
1048,484066,MEDQUEST COLLEGE,"10400 LINN STATION ROAD, SUITE 120",LOUISVILLE,KY,40223,1882,(502) 245-6177,3,A,341.0,JEFFERSON,21111,USA,611519,OTHER TECHNICAL AND TRADE SCHOOLS,https://medquestcollege.edu/student-gallery.html,2019-03-29,IMAGERY/OTHER,2019-04-01,medquestcollege.edu,246.0,95.0,NOT AVAILABLE,medquestcollege,907254.4117671505,-34101.92228719868,-85.56069027220012,38.22456036620693,"POLYGON ((907262.5782692924 -34042.28969494151, 907297.0181921086 -34047.90134022238, 907288.5891647468 -34105.23291720622, 907262.5500802685 -34136.40777808322, 907212.3441524548 -34153.34562638429, 907198.4695203629 -34116.12480764175, 907234.5042601128 -34102.94317582952, 907252.5910150326 -34089.69767927559, 907262.5782692924 -34042.28969494151))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1049,374875,BRIGHTWOOD COLLEGE-LAS VEGAS,3535 W. SAHARA AVENUE,LAS VEGAS,NV,89102,NOT AVAILABLE,(702) 579-3518,3,M,-999.0,CLARK,32003,USA,611210,JUNIOR COLLEGES,www.brightwood.edu,2018-04-17,IMAGERY/OTHER,2019-04-12,www.brightwood.edu,-999.0,-999.0,NOT AVAILABLE,brightwoodcollegelasvegas,-1707210.2431742596,-136810.8513027905,-115.1885331447028,36.14328630670989,"POLYGON ((-1707238.381943809 -136770.5910755862, -1707167.602369469 -136786.3525955069, -1707179.049790022 -136846.3595618292, -1707252.223157785 -136840.5202832871, -1707238.381943809 -136770.5910755862))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1050,475723,TOOELE TECHNICAL COLLEGE,88 SOUTH TOOELE BLVD.,TOOELE,UT,84074,2093,(435) 248-1800,1,A,573.0,TOOELE,49045,USA,611420,COMPUTER TRAINING,https://tooeletech.edu/contact-us/,2019-03-29,IMAGERY/OTHER,2019-04-25,www.tooeletech.edu,511.0,62.0,NOT AVAILABLE,tooeletechnicalcollege,-1368829.1633585745,292463.72916223644,-112.32579940271152,40.527755287191205,"POLYGON ((-1368879.412025605 292520.9582851923, -1368843.468225599 292534.8619092411, -1368828.155706179 292495.5731801984, -1368785.714331029 292475.5423967644, -1368795.47449757 292453.1418943749, -1368783.282630253 292410.1216303194, -1368824.434099405 292394.4746766262, -1368840.065973884 292436.5063261953, -1368849.014187224 292434.3661890124, -1368879.412025605 292520.9582851923))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1051,431558,CAPE CORAL TECHNICAL COLLEGE,360 SANTA BARBARA BLVD NORTH,CAPE CORAL,FL,33993,2479,(239) 574-4440,1,A,376.0,LEE,12071,USA,611519,OTHER TECHNICAL AND TRADE SCHOOLS,https://www.capecoraltech.edu/contact-us/,2019-03-29,IMAGERY/OTHER,2019-03-29,capecoraltech.edu,335.0,41.0,NOT AVAILABLE,capecoraltechnicalcollege,1413077.450894093,-1259854.9549973852,-81.97612891144776,26.658550635985886,"POLYGON ((1413026.36458042 -1259862.931429131, 1413068.398118498 -1259806.060839682, 1413129.090988174 -1259846.01015819, 1413085.177960818 -1259904.506122032, 1413026.36458042 -1259862.931429131))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1052,479956,PENNSYLVANIA STATE UNIVERSITY-WORLD CAMPUS,128 OUTREACH BUILDING,UNIVERSITY PARK,PA,16802,1503,(814) 865-5403,1,A,14847.0,CENTRE,42027,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",worldcampus.psu.edu/,2019-04-01,IMAGERY/OTHER,2019-04-23,worldcampus.psu.edu/,14458.0,389.0,NOT AVAILABLE,pennsylvaniastateuniversityworldcampus,1513871.4873645152,354688.6970825711,-77.8413977808211,40.832680559894584,"POLYGON ((1513821.955230461 354763.0912826775, 1513959.225646999 354730.9447052121, 1513891.368363077 354600.8004246163, 1513799.194570435 354651.7512879753, 1513821.955230461 354763.0912826775))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1053,481252,ULTRASOUND MEDICAL INSTITUTE,503 ROYAL PALM BEACH BLVD,ROYAL PALM BEACH,FL,33411,NOT AVAILABLE,(216) 688-5112,3,A,119.0,PALM BEACH,12099,USA,611519,OTHER TECHNICAL AND TRADE SCHOOLS,https://www.nriinstitute.edu/contact-us/,2019-04-01,IMAGERY/OTHER,2019-04-25,www.nriinstitute.edu,98.0,21.0,NOT AVAILABLE,ultrasoundmedicalinstitute,1587072.0469703716,-1228443.747834138,-80.22826223036918,26.682908084449295,"POLYGON ((1587039.512424376 -1228435.884208439, 1587100.698786161 -1228426.608892455, 1587105.161762416 -1228450.912856015, 1587043.720911826 -1228461.377066931, 1587039.512424376 -1228435.884208439))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1054,483948,BOS-MAN'S BARBER COLLEGE,2724 W. 70TH STREET,SHREVEPORT,LA,71108,NOT AVAILABLE,(318) 635-2000,3,A,48.0,CADDO,22017,USA,611511,COSMETOLOGY AND BARBER SCHOOLS,http://www.bosmansbarbercollege.com/,2019-04-01,IMAGERY/OTHER,2019-04-01,www.bosmansbarbercollege.com,40.0,8.0,NOT AVAILABLE,bosmansbarbercollege,208694.0234741835,-724996.3922707123,-93.78271442100187,32.44294022252033,"POLYGON ((208673.9152974205 -724981.7279588107, 208712.561382646 -724978.8876611742, 208714.0887655047 -725012.2134464242, 208674.4852825957 -725012.5431154673, 208673.9152974205 -724981.7279588107))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1055,486813,PIMA MEDICAL INSTITUTE-EL PASO,6926 GATEWAY BOULEVARD,EL PASO,TX,79915,1525,(915) 633-1133,3,A,545.0,EL PASO,48141,USA,611210,JUNIOR COLLEGES,https://pmi.edu/locations/texas/el-paso,2019-04-01,IMAGERY/OTHER,2019-04-09,www.pmi.edu,483.0,62.0,NOT AVAILABLE,pimamedicalinstituteelpaso,-983759.1415097401,-745691.442847126,-106.38385282006149,31.77362972592417,"POLYGON ((-983773.1943386649 -745632.5445190691, -983703.4333669974 -745678.6951788354, -983746.036629179 -745750.5045870792, -983814.3578249096 -745704.1863560419, -983773.1943386649 -745632.5445190691))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1056,490373,WESTERN MICHIGAN UNIVERSITY HOMER STRYKER M.D. SCHOOL OF MEDICINE,300 PORTAGE STREET,KALAMAZOO,MI,49007,NOT AVAILABLE,(269) 337-4500,2,A,1141.0,KALAMAZOO,26077,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",http://med.wmich.edu/node/341,2019-04-01,IMAGERY/OTHER,2019-04-10,med.wmich.edu,307.0,834.0,NOT AVAILABLE,westernmichiganuniversityhomerstrykermdschoolmedicine,852602.2690833727,413237.8548821252,-85.59969373948583,42.28305834414945,"POLYGON ((852554.5686726228 413295.7336245148, 852670.2351722696 413265.0848837128, 852649.6049934535 413178.9206275571, 852533.6366713335 413212.1956527092, 852554.5686726228 413295.7336245148))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1057,485810,K & G 5 STAR BARBER COLLEGE,409 CRIMSON COAST DR,LEAGUE CITY,TX,77573,NOT AVAILABLE,(409) 655-5718,3,A,29.0,GALVESTON,48167,USA,611511,COSMETOLOGY AND BARBER SCHOOLS,http://www.kandgbarbercollege.com/contact.html,2019-04-01,IMAGERY/OTHER,2019-04-18,www.kandgbarbercollege.com,20.0,9.0,NOT AVAILABLE,kg5starbarbercollege,89139.314559313,-1059683.3796152838,-95.08833272020595,29.44303100980824,"POLYGON ((89103.76318812417 -1059677.432287982, 89151.31446363092 -1059648.892816794, 89177.0269700854 -1059688.727401598, 89123.52416466594 -1059717.748386765, 89103.76318812417 -1059677.432287982))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1058,243203,UNIVERSITY OF PUERTO RICO-MEDICAL SCIENCES,"RIO PIEDRAS MEDICAL CENTER, AMERICO MIRANDA AVENUE",SAN JUAN,PR,00936,5067,(787) 758-1708,1,A,4703.0,SAN JUAN,72127,PRI,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",www.rcm.upr.edu,2018-08-29,IMAGERY/OTHER,2020-01-31,www.rcm.upr.edu,2253.0,2450.0,NOT AVAILABLE,universitypuertoricomedicalsciences,3268206.821826484,-1742691.9838601043,-66.07368247849196,18.395657934737322,"POLYGON ((3268006.602891609 -1742607.654534745, 3268033.759548507 -1742552.783489231, 3268146.327333689 -1742453.256895103, 3268192.990194856 -1742419.566005961, 3268307.620809 -1742398.347240249, 3268361.953374761 -1742426.590047031, 3268376.892232006 -1742470.470111884, 3268379.469556701 -1742517.44562047, 3268370.130212951 -1742723.165385585, 3268358.874160384 -1742880.571351259, 3268343.9791017 -1742912.35053342, 3268291.69167587 -1742959.084626203, 3268214.886421196 -1742986.343277583, 3268128.898473481 -1742983.341743069, 3268099.305727841 -1742952.239836284, 3268022.393596524 -1742755.852011146, 3267996.59334023 -1742680.058156933, 3268006.602891609 -1742607.654534745))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1059,242060,SISTEMA UNIVERSITARIO ANA G. MENDEZ,"UNIVERSIDAD ANA G. MÉNDEZ, 1399 AVE. ANA G. MÉNDEZ",RIO PIEDRAS,PR,00928,1345,(787) 751-0178,2,A,288.0,SAN JUAN,72127,PRI,611710,EDUCATIONAL SUPPORT SERVICES,http://umet.suagm.edu/prpi_contacto,2019-04-01,IMAGERY/OTHER,2019-04-01,www.suagm.edu,-999.0,288.0,NOT AVAILABLE,sistemauniversitarioanagmendez,3269775.803347018,-1743151.5707942783,-66.06165783571532,18.387158333141894,"POLYGON ((3269758.10750233 -1743145.649889521, 3269783.876586766 -1743135.134793655, 3269793.720555845 -1743158.909253666, 3269766.369946626 -1743166.832814808, 3269758.10750233 -1743145.649889521))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1061,409193,PROFESSIONAL TECHNICAL INSTITUTION INC,CALLE COMERIO FINAL 20.5 LA ALDEA,BAYAMON,PR,00959,NOT AVAILABLE,(787) 740-6810,3,A,306.0,BAYAMÓN,72021,PRI,611519,OTHER TECHNICAL AND TRADE SCHOOLS,http://ptipr.edu/contacto/,2019-04-01,IMAGERY/OTHER,2019-04-15,www.ptipr.edu,272.0,34.0,NOT AVAILABLE,professionaltechnicalinstitutioninc,3258206.9189940207,-1748189.769494626,-66.17473211574412,18.377695818191345,"POLYGON ((3258223.612663604 -1748159.115788914, 3258224.649811723 -1748211.604463512, 3258182.490583512 -1748210.886404177, 3258187.420052134 -1748187.522123483, 3258201.22742556 -1748167.264807671, 3258223.612663604 -1748159.115788914))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1065,446516,ROSSLYN TRAINING ACADEMY OF COSMETOLOGY,CALLE PAZ 213,AGUADA,PR,00602,NOT AVAILABLE,(787) 868-2902,3,A,24.0,AGUADA,72003,PRI,611511,COSMETOLOGY AND BARBER SCHOOLS,http://rosslyntraining.edu/,2019-04-02,IMAGERY/OTHER,2019-04-02,rosslyntrainig.edu,16.0,8.0,NOT AVAILABLE,rosslyntrainingacademycosmetology,3151204.009840766,-1783641.314855143,-67.18830460483905,18.379245925075974,"POLYGON ((3151194.903623439 -1783626.818555105, 3151209.807645333 -1783624.718087086, 3151213.513681493 -1783655.648138057, 3151197.691447971 -1783657.494654914, 3151194.903623439 -1783626.818555105))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1067,171261,MR BELA'S SCHOOL OF COSMETOLOGY INC,4100 EAST 11 MILE RD,WARREN,MI,48091,NOT AVAILABLE,NOT AVAILABLE,3,D,-999.0,MACOMB,26099,USA,611511,COSMETOLOGY AND BARBER SCHOOLS,www.mrbelas.com,2019-04-02,IMAGERY/OTHER,2019-04-11,www.mrbelas.com,-999.0,-999.0,NOT AVAILABLE,mrbelasschoolcosmetologyinc,1055824.5081453132,462565.13956167817,-83.06573705184161,42.49012040722269,"POLYGON ((1055773.330850308 462628.2381449639, 1055853.826482393 462643.4061719324, 1055873.783263627 462496.7372411396, 1055796.049674911 462489.64423711, 1055773.330850308 462628.2381449639))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1068,455956,LIBERTY TECHNICAL COLLEGE,CARR. 735 KM 0.5,CAYEY,PR,00737,NOT AVAILABLE,(787) 738-8231,3,A,143.0,CAYEY,72035,PRI,611519,OTHER TECHNICAL AND TRADE SCHOOLS,http://libertytc.org/index.php/contacto.html,2019-04-02,IMAGERY/OTHER,2019-04-02,www.libertytc.org,116.0,27.0,NOT AVAILABLE,libertytechnicalcollege,3271602.344188437,-1772055.72051224,-66.12971754460881,18.134612976922874,"POLYGON ((3271534.623430833 -1772096.098407033, 3271567.382393589 -1772017.657427386, 3271605.709158003 -1771996.848202861, 3271655.020324835 -1772000.12181645, 3271641.162961867 -1772112.751105253, 3271534.623430833 -1772096.098407033))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1069,389727,VIRGINIA COLLEGE-PENSACOLA,19 W GARDEN ST,PENSACOLA,FL,32502,4650,(850) 436-2307,3,M,-999.0,ESCAMBIA,12033,USA,611210,JUNIOR COLLEGES,www.vc.edu,2019-04-03,IMAGERY/OTHER,2019-04-03,www.vc.edu,-999.0,-999.0,NOT AVAILABLE,virginiacollegepensacola,847201.0540682365,-911842.8482664207,-87.21613801072684,30.412425750354366,"POLYGON ((847181.8486863053 -911826.6626487857, 847207.6265960819 -911818.6068376382, 847220.2778882686 -911858.7273065991, 847194.5505988266 -911867.3082973041, 847181.8486863053 -911826.6626487857))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1070,417789,TENNESSEE ACADEMY OF COSMETOLOGY-SHELBY DRIVE,7053 WINCHESTER ROAD,MEMPHIS,TN,38125,NOT AVAILABLE,(901) 757-4166,3,M,-999.0,SHELBY,47157,USA,611511,COSMETOLOGY AND BARBER SCHOOLS,tac.edu,2019-04-03,IMAGERY/OTHER,2019-04-03,tac.edu,-999.0,-999.0,NOT AVAILABLE,tennesseeacademycosmetologyshelbydrive,560916.0099402975,-419522.09037656325,-89.82877836574468,35.048720485637006,"POLYGON ((560885.8495481041 -419488.7766000191, 560942.3177730945 -419486.5375319339, 560947.6062907469 -419554.9716759176, 560888.0786266208 -419556.8888814411, 560885.8495481041 -419488.7766000191))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1071,439297,UNIVERSITY OF PHOENIX-OHIO,3401 ENTERPRISE PKWY,BEACHWOOD,OH,44122,7343,NOT AVAILABLE,3,D,-999.0,CUYAHOGA,39035,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",www.phoenix.edu,2019-04-04,IMAGERY/OTHER,2019-04-04,www.phoenix.edu,-999.0,-999.0,NOT AVAILABLE,universityphoenixohio,1201171.269131658,369526.8302858755,-81.49338885036721,41.46579723242322,"POLYGON ((1201104.931646526 369562.405052445, 1201189.092809543 369579.5849290627, 1201241.751690069 369549.5576079623, 1201221.028366269 369481.9974973854, 1201146.268079639 369473.351134977, 1201108.278785567 369508.7431209565, 1201104.931646526 369562.405052445))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1072,440323,BRIGHTWOOD COLLEGE-BEAUMONT,6115 EASTEX FREEWAY,BEAUMONT,TX,77706,NOT AVAILABLE,(409) 347-5900,3,M,-999.0,JEFFERSON,48245,USA,611210,JUNIOR COLLEGES,www.brightwood.edu,2019-04-04,IMAGERY/OTHER,2019-04-04,www.brightwood.edu,-999.0,-999.0,NOT AVAILABLE,brightwoodcollegebeaumont,177892.49421702174,-982826.7027003116,-94.16497780380833,30.124251399462075,"POLYGON ((177846.4344579321 -982754.6084847092, 177951.36312208 -982809.2200665928, 177913.9722958295 -982900.3333785716, 177862.5280062001 -982866.4113693959, 177848.4835065247 -982827.7793052895, 177846.4344579321 -982754.6084847092))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1083,101116,SOUTH UNIVERSITY-MONTGOMERY,5355 VAUGHN RD,MONTGOMERY,AL,36116,NOT AVAILABLE,(334) 395-8800,3,A,487.0,MONTGOMERY,01101,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS","www.southuniversity.edu/montgomery#location=Montgomery,%20AL",2018-03-05,IMAGERY/OTHER,2018-03-05,"www.southuniversity.edu/montgomery#location=Montgomery,%20AL",390.0,97.0,NOT AVAILABLE,southuniversitymontgomery,920366.4686851602,-689236.5850877305,-86.21633425536041,32.34271581358589,"POLYGON ((920275.5915711541 -689195.7974815811, 920320.7497033627 -689194.1198113589, 920471.2889355337 -689197.0168627878, 920464.542178719 -689216.0554346576, 920457.4895491755 -689225.9708928354, 920450.4884523817 -689242.6483380749, 920444.7814757163 -689287.0523765391, 920269.8440139653 -689271.2563298335, 920275.5915711541 -689195.7974815811))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1085,100733,UNIVERSITY OF ALABAMA SYSTEM OFFICE,500 UNIVERSITY BLVD. EAST,TUSCALOOSA,AL,35401,NOT AVAILABLE,(205) 348-5122,1,A,90.0,TUSCALOOSA,01125,USA,611710,EDUCATIONAL SUPPORT SERVICES,https://www.ua.edu/map/,2018-03-05,IMAGERY/OTHER,2019-04-10,www.uasystem.edu,-999.0,90.0,NOT AVAILABLE,universityalabamasystemoffice,787527.0567368023,-605680.6699658092,-87.53758440806969,33.21201919522514,"MULTIPOLYGON (((786912.7698809031 -604625.3490189402, 786983.5807854092 -604762.0115249818, 787154.0684492704 -604741.7614182509, 787224.1262626494 -604740.8103810017, 787301.9762589622 -604766.1681921399, 787377.4175548671 -604729.7296300647, 787417.9081436584 -604676.6643133432, 787535.7283503307 -604664.9054087336, 787673.6382095128 -604653.6603155505, 787812.4929624664 -604721.8654283667, 788022.4237181644 -604919.6552048855, 788192.6221357307 -605121.1411874326, 788216.3935427838 -605039.43071958, 788259.948694999 -604981.0398040208, 788277.7461580242 -604921.0723401443, 788291.007768141 -604848.2749940851, 788742.997023227 -604763.7528809981, 788769.1945345714 -605092.6182865489, 788507.6857784075 -605118.3129577489, 788309.8712011017 -605233.8353836722, 788373.6277049845 -605295.1132627371, 788666.4816343711 -605617.6870685585, 788734.0038035602 -605811.5151337951, 788788.1056455063 -605966.8141091652, 788787.5740525834 -606200.103220001, 788653.1265815108 -606191.4282031073, 788535.3556409946 -606218.3037049721, 788309.6123392364 -606329.4465593786, 787969.0630730621 -606355.8561115501, 788026.8605821151 -606737.4374017102, 787118.9791686288 -606890.8202950244, 787068.1374627735 -606391.9723723453, 786230.1889601204 -606417.8750219519, 786188.6387966246 -605953.000578786, 785951.4808359196 -605927.7324360558, 785952.1487065379 -605868.850265983, 785931.4941799754 -605863.5941592252, 785955.4065916332 -605581.4944195099, 786196.6610927547 -605567.8329024252, 786201.7670936197 -605507.7249942858, 786170.9370724161 -605175.8458575479, 786113.2194167799 -605167.9587138807, 786097.0954458674 -605078.5451854666, 786283.6506452699 -605044.2794705982, 786410.9324218878 -604983.3928994237, 786552.0887890045 -604865.6115438163, 786912.7698809031 -604625.3490189402)), ((789099.5449807118 -605793.3498733389, 789207.174335756 -605359.2399028811, 789608.8969166061 -605260.8076689971, 789645.4477288368 -605294.5040273047, 789688.9789343289 -605534.2864451987, 789832.4829431921 -605831.0018148199, 789651.0551186921 -605843.9551726198, 789593.0301501842 -605878.5238190605, 789524.7048788068 -605862.3687620467, 789434.6692316566 -605828.3596441559, 789343.0351698702 -605836.9062306737, 789124.3171065194 -605844.0494246351, 789099.5449807118 -605793.3498733389)))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1088,101286,GEORGE C WALLACE COMMUNITY COLLEGE-DOTHAN,1141 WALLACE DRIVE,DOTHAN,AL,36303,9234,(334) 983-3521,1,A,5062.0,DALE,01045,USA,611210,JUNIOR COLLEGES,http://www.wallace.edu/sites/www/Uploads/files/About%20Us/Map_Wallace_Campus_asof_10102016.pdf,2018-03-05,IMAGERY/OTHER,2018-03-05,www.wallace.edu,4610.0,452.0,10812389,georgecwallacecommunitycollegedothan,1003822.2854365096,-794388.9622417223,-85.46535184578286,31.31661548457167,"POLYGON ((1003569.529951391 -794013.1697565471, 1003613.983920738 -794143.5537471066, 1003660.657240103 -794088.4540413261, 1003714.674552217 -794175.4306430736, 1003755.978426338 -794129.2063990296, 1003869.254025047 -794111.8146715882, 1003933.700425481 -794058.9367367355, 1003970.692918138 -794055.4111632436, 1004049.86618289 -794122.7281517885, 1003967.522812592 -794233.2091945765, 1004261.345639582 -794448.5109718732, 1004202.847623834 -794534.1746089023, 1004147.494448266 -794613.8695490519, 1004031.458484943 -794656.0523119915, 1003879.869470485 -794658.7678648937, 1003575.230021178 -794652.2323237435, 1003509.267002715 -794652.888483149, 1003496.066925613 -794531.1847105856, 1003554.473265657 -794527.5927851065, 1003488.131312358 -794018.9810348304, 1003569.529951391 -794013.1697565471))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1089,101295,GEORGE C WALLACE STATE COMMUNITY COLLEGE-HANCEVILLE,801 MAIN ST NW,HANCEVILLE,AL,35077,2000,(256) 352-8000,1,A,5663.0,CULLMAN,01043,USA,611210,JUNIOR COLLEGES,www.wallacestate.edu/directions,2018-03-05,IMAGERY/OTHER,2018-03-05,www.wallacestate.edu,5057.0,606.0,NOT AVAILABLE,georgecwallacestatecommunitycollegehanceville,847609.7580711442,-503984.9693902318,-86.78611916856025,34.072186164190406,"POLYGON ((847677.2633145269 -503258.3832270316, 847854.3122213784 -503428.7888493701, 848298.6503865072 -503833.3920667341, 848521.4180893576 -504106.5916342963, 848140.3444211169 -504141.2727235103, 848150.0851432042 -504172.119797018, 847882.796428319 -504220.4497316062, 847461.0931404849 -504256.5660196921, 847491.4860893381 -504589.078038861, 847025.1469515002 -504641.6320208123, 846928.1289060013 -504303.9304322291, 846915.7123394613 -504039.8993573403, 847023.0838161971 -504055.5526218958, 847135.8830305468 -504081.2663205179, 847110.4767484936 -503830.4887115423, 847393.5045361612 -503807.1164790904, 847421.7300581135 -503802.9294356868, 847401.8152729429 -503421.6028744195, 847599.1440188463 -503379.0517329698, 847643.1312904918 -503226.0292547219, 847677.2633145269 -503258.3832270316))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
